happiness_score,gdp,family,health,freedom,generosity,corruption,region,year,country,social_wellbeing,positive_factors
5.956,0.87616,0.68655,0.45569,0.51231,0.23684,0.10771,Latin America and Caribbean,2016,Belize,1.14224,1.5176
5.921,1.38007,1.06054,0.91491,0.46761,0.10224,0.18985,Eastern Asia,2016,Japan,1.97545,1.76007
5.919,1.22943,0.95544,0.57386,0.4052,0.15011,0.11132,Central and Eastern Europe,2016,Kazakhstan,1.5293,1.67342
5.897,0.69177,0.83132,0.52309,0.25202,0.19997,0.01903,Central and Eastern Europe,2016,Moldova,1.3544100000000001,1.12473
5.856,1.23228,1.05261,0.58991,0.32682,0.02736,0.03586,Central and Eastern Europe,2016,Russia,1.6425200000000002,1.5506
5.835,1.24585,1.04685,0.69058,0.4519,0.14443,0.055,Central and Eastern Europe,2016,Poland,1.73743,1.78718
5.835,1.35948,0.72194,0.88645,0.25168,0.18824,0.07716,Eastern Asia,2016,South Korea,1.60839,1.7222399999999998
5.822,0.79422,0.83779,0.4697,0.50961,0.21698,0.07746,Latin America and Caribbean,2016,Bolivia,1.30749,1.44335
5.813,1.2692,1.06411,0.64674,0.18929,0.02025,0.0182,Central and Eastern Europe,2016,Lithuania,1.7108499999999998,1.4605400000000002
5.802,1.13062,1.04993,0.63104,0.29091,0.13942,0.17457,Central and Eastern Europe,2016,Belarus,1.68097,1.38638
5.771,1.31141,0.81826,0.84142,0.43596,0.26322,0.16578,Western Europe,2016,North Cyprus,1.6596799999999998,1.84481
5.768,1.29947,1.05613,0.79151,0.53164,0.25738,0.03635,Central and Eastern Europe,2016,Slovenia,1.8476400000000002,2.0521399999999996
5.743,0.99602,0.81255,0.62994,0.37502,0.14527,0.05292,Latin America and Caribbean,2016,Peru,1.44249,1.46339
5.658,1.08017,1.03817,0.44006,0.37408,0.22567,0.28467,Central and Eastern Europe,2016,Turkmenistan,1.47823,1.39525
5.648,1.14372,0.75695,0.66189,0.46145,0.36951,0.05203,Sub-Saharan Africa,2016,Mauritius,1.4188399999999999,1.9226500000000002
5.615,1.06688,0.95076,0.52304,0.40672,0.17087,0.10339,Middle East and Northern Africa,2016,Libya,1.4738,1.54108
5.56,1.21788,0.95025,0.63952,0.27996,0.17445,0.0889,Central and Eastern Europe,2016,Latvia,1.5897700000000001,1.58339
5.546,1.31857,0.70697,0.8488,0.29507,0.27906,0.05228,Western Europe,2016,Cyprus,1.5557699999999999,1.84042
5.538,0.89373,1.11111,0.58295,0.46235,0.25296,0.07396,Latin America and Caribbean,2016,Paraguay,1.69406,1.53508
5.528,1.1697,0.72803,0.67602,0.36712,0.12889,0.00679,Central and Eastern Europe,2016,Romania,1.4040499999999998,1.65892
5.517,1.27964,1.05163,0.68098,0.41511,0.08423,0.18519,Central and Eastern Europe,2016,Estonia,1.7326100000000002,1.59379
5.51,0.89333,0.96372,0.59469,0.43597,0.22245,0.04294,Latin America and Caribbean,2016,Jamaica,1.55841,1.50881
5.488,1.18649,0.60809,0.70524,0.23907,0.18434,0.04002,Central and Eastern Europe,2016,Croatia,1.31333,1.56988
5.458,1.5107,0.87021,0.95277,0.48079,0.40097,0.31647,Eastern Asia,2016,Hong Kong,1.82298,2.07599
5.44,0.0,0.33613,0.11466,0.56778,0.27225,0.3118,Sub-Saharan Africa,2016,Somalia,0.45078999999999997,0.52823
5.401,0.90145,0.66062,0.54,0.14396,0.27992,0.06547,Central and Eastern Europe,2016,Kosovo,1.20062,1.25986
5.389,1.16492,0.87717,0.64718,0.23889,0.04707,0.12348,Middle East and Northern Africa,2016,Turkey,1.52435,1.3274
5.314,0.95104,0.87625,0.49374,0.39237,0.56521,0.00322,Southeastern Asia,2016,Indonesia,1.36999,1.9054
5.303,0.99673,0.86216,0.60712,0.36023,0.14262,0.13297,Middle East and Northern Africa,2016,Jordan,1.46928,1.3666099999999999
5.291,1.12373,0.76042,0.54504,0.35327,0.0564,0.17914,Central and Eastern Europe,2016,Azerbaijan,1.30546,1.3542599999999998
5.279,0.81217,0.87877,0.47036,0.54854,0.21674,0.11757,Southeastern Asia,2016,Philippines,1.3491300000000002,1.45988
5.245,1.0278,0.79381,0.73561,0.44012,0.04959,0.02745,Eastern Asia,2016,China,1.52942,1.4900600000000002
5.196,0.8527,0.90836,0.49759,0.46074,0.48546,0.1616,Southern Asia,2016,Bhutan,1.4059499999999998,1.6373
5.185,0.56044,0.95434,0.55449,0.40212,0.38432,0.04762,Central and Eastern Europe,2016,Kyrgyzstan,1.5088300000000001,1.29926
5.177,1.03437,0.81329,0.6458,0.15718,0.20737,0.04339,Central and Eastern Europe,2016,Serbia,1.45909,1.35553
5.163,0.93383,0.64367,0.70766,0.09511,0.29889,0.0,Central and Eastern Europe,2016,Bosnia and Herzegovina,1.35133,1.32783
5.161,1.07838,0.74173,0.63533,0.15111,0.17191,0.12721,Central and Eastern Europe,2016,Montenegro,1.37706,1.27419
5.155,1.02787,0.99496,0.57669,0.52259,0.21286,0.12372,Latin America and Caribbean,2016,Dominican Republic,1.57165,1.6396000000000002
5.151,0.84058,0.38595,0.59471,0.25646,0.04053,0.08404,Middle East and Northern Africa,2016,Morocco,0.98066,1.0535299999999999
5.145,1.24142,0.93164,0.67608,0.1977,0.099,0.04472,Central and Eastern Europe,2016,Hungary,1.60772,1.4933999999999998
5.132,0.68816,0.26135,0.40306,0.14622,0.31185,0.1388,Southern Asia,2016,Pakistan,0.66441,1.00743
5.129,1.12268,0.64184,0.76171,0.26228,0.23693,0.03061,Middle East and Northern Africa,2016,Lebanon,1.40355,1.59128
5.123,1.27607,0.94367,0.79363,0.44727,0.11691,0.01521,Western Europe,2016,Portugal,1.7372999999999998,1.8250400000000002
5.121,1.0193,0.78236,0.64738,0.27668,0.23507,0.07047,Central and Eastern Europe,2016,Macedonia,1.42974,1.46058
5.061,0.74037,0.79117,0.66157,0.55954,0.25075,0.11556,Southeastern Asia,2016,Vietnam,1.45274,1.4351000000000003
5.057,0.25558,0.75862,0.33108,0.3913,0.51479,0.36794,Sub-Saharan Africa,2016,Somaliland Region,1.0897,0.79373
5.045,0.97724,0.43165,0.59577,0.23553,0.03936,0.0817,Middle East and Northern Africa,2016,Tunisia,1.02742,1.17043
5.033,1.24886,0.75473,0.80029,0.05822,0.0,0.04127,Western Europe,2016,Greece,1.5550199999999998,1.26581
4.996,0.48835,0.75602,0.53119,0.43408,0.25998,0.13509,Central and Eastern Europe,2016,Tajikistan,1.28721,1.04732
4.907,0.98853,1.08983,0.55469,0.35972,0.34539,0.03285,Eastern Asia,2016,Mongolia,1.64452,1.6607899999999998
4.876,0.68042,0.5497,0.38291,0.52168,0.43079,0.22423,Southeastern Asia,2016,Laos,0.9326099999999999,1.4086600000000002
4.875,0.75216,0.64498,0.05108,0.27854,0.23219,0.0305,Sub-Saharan Africa,2016,Nigeria,0.69606,1.23239
4.871,0.69429,0.75596,0.58383,0.26755,0.2044,0.06906,Latin America and Caribbean,2016,Honduras,1.3397899999999998,1.09718
4.813,1.11758,0.38857,0.64232,0.22544,0.38538,0.0557,Middle East and Northern Africa,2016,Iran,1.03089,1.6727
4.795,0.61202,0.6376,0.23573,0.42662,0.17866,0.11479,Sub-Saharan Africa,2016,Zambia,0.8733299999999999,1.10251
4.793,0.44626,0.69699,0.50073,0.37012,0.3816,0.07008,Southern Asia,2016,Nepal,1.19772,1.1279000000000001
4.754,0.67024,0.71629,0.56844,0.17744,0.11154,0.10613,Middle East and Northern Africa,2016,Palestinian Territories,1.28473,0.8530899999999999
4.655,0.9553,0.50163,0.73007,0.31866,0.1684,0.05301,Central and Eastern Europe,2016,Albania,1.2317,1.3893499999999999
4.643,0.54177,0.24749,0.52989,0.39778,0.19132,0.12583,Southern Asia,2016,Bangladesh,0.77738,1.0050400000000002
4.635,0.36485,0.628,0.0,0.30685,0.23897,0.08196,Sub-Saharan Africa,2016,Sierra Leone,0.628,0.82871
4.575,1.07474,0.59205,0.51076,0.24856,0.19589,0.13636,Middle East and Northern Africa,2016,Iraq,1.1028099999999998,1.38283
4.574,0.93287,0.70362,0.34745,0.48614,0.07795,0.10398,Sub-Saharan Africa,2016,Namibia,1.05107,1.39298
4.513,0.52497,0.62542,0.12698,0.42736,0.2268,0.06126,Sub-Saharan Africa,2016,Cameroon,0.7524,1.1178700000000001
4.508,0.29283,0.37932,0.34578,0.36703,0.29522,0.1717,Sub-Saharan Africa,2016,Ethiopia,0.7251,0.78338
4.459,1.02416,0.96053,0.18611,0.42483,0.13656,0.08415,Sub-Saharan Africa,2016,South Africa,1.14664,1.5014
4.415,0.97318,0.84783,0.62007,0.50817,0.46978,0.07964,Southern Asia,2016,Sri Lanka,1.4679,1.87149
4.404,0.74036,0.29247,0.45091,0.40285,0.25028,0.08722,Southern Asia,2016,India,0.7433799999999999,1.30627
4.395,0.34112,0.69981,0.3988,0.42692,0.81971,0.20243,Southeastern Asia,2016,Myanmar,1.09861,1.38532
4.362,0.95395,0.49813,0.52116,0.18847,0.12706,0.10393,Middle East and Northern Africa,2016,Egypt,1.01929,1.1655499999999999
4.36,0.86086,0.62477,0.64083,0.14037,0.07793,0.03616,Central and Eastern Europe,2016,Armenia,1.2656,1.0430000000000001
4.356,0.52267,0.7624,0.30147,0.40576,0.41328,0.06686,Sub-Saharan Africa,2016,Kenya,1.06387,1.27485
4.324,0.87287,1.01413,0.58628,0.12859,0.20363,0.01829,Central and Eastern Europe,2016,Ukraine,1.60041,1.1868
4.276,0.63107,0.49353,0.29681,0.40973,0.21203,0.0326,Sub-Saharan Africa,2016,Ghana,0.79034,1.22023
4.272,0.05661,0.80676,0.188,0.15602,0.25458,0.06075,Sub-Saharan Africa,2016,Congo (Kinshasa),0.9947600000000001,0.40645999999999993
4.252,0.83792,0.19249,0.64035,0.32461,0.06786,0.3188,Central and Eastern Europe,2016,Georgia,0.83284,0.9115900000000001
4.236,0.77109,0.47799,0.28212,0.37938,0.12077,0.09753,Sub-Saharan Africa,2016,Congo (Brazzaville),0.7601100000000001,1.1737100000000003
4.219,0.44314,0.77416,0.40457,0.31056,0.19103,0.11681,Sub-Saharan Africa,2016,Senegal,1.1787299999999998,0.8279200000000001
4.217,1.11306,0.92542,0.67806,0.21219,0.12793,0.00615,Central and Eastern Europe,2016,Bulgaria,1.60348,1.44703
4.201,0.61391,0.84142,0.28639,0.1268,0.22686,0.17955,Sub-Saharan Africa,2016,Mauritania,1.12781,0.78802
4.193,0.35041,0.71478,0.1595,0.25429,0.18503,0.08582,Sub-Saharan Africa,2016,Zimbabwe,0.87428,0.70391
4.156,0.08709,0.147,0.29364,0.4143,0.30968,0.07564,Sub-Saharan Africa,2016,Malawi,0.44064000000000003,0.7354299999999999
4.139,0.63069,0.81928,0.29759,0.0,0.18077,0.10039,Sub-Saharan Africa,2016,Sudan,1.11687,0.71107
4.121,1.15851,0.72368,0.3494,0.28098,0.06244,0.09314,Sub-Saharan Africa,2016,Gabon,1.07308,1.40879
4.073,0.31292,0.86333,0.16347,0.27544,0.21064,0.13647,Sub-Saharan Africa,2016,Mali,1.0268000000000002,0.66253
4.028,0.34097,0.29561,0.27494,0.12072,0.47958,0.14476,Latin America and Caribbean,2016,Haiti,0.57055,0.79651
3.974,1.09426,0.89186,0.34752,0.44089,0.12425,0.10769,Sub-Saharan Africa,2016,Botswana,1.23938,1.55171
3.956,0.27509,0.60323,0.29981,0.15412,0.1827,0.18437,Sub-Saharan Africa,2016,Comoros,0.9030400000000001,0.4275399999999999
3.916,0.55507,0.57576,0.04476,0.40663,0.20338,0.1553,Sub-Saharan Africa,2016,Ivory Coast,0.6205200000000001,1.0097800000000001
3.907,0.55604,0.5375,0.42494,0.58852,0.40339,0.08092,Southeastern Asia,2016,Cambodia,0.96244,1.46703
3.866,0.84731,0.66366,0.04991,0.00589,0.12071,0.08434,Sub-Saharan Africa,2016,Angola,0.71357,0.88957
3.856,0.1327,0.6053,0.26162,0.38041,0.2097,0.17176,Sub-Saharan Africa,2016,Niger,0.8669199999999999,0.55105
3.832,0.39394,0.18519,0.15781,0.19662,0.25899,0.13015,Sub-Saharan Africa,2016,South Sudan,0.34299999999999997,0.7194
3.763,0.42214,0.63178,0.03824,0.12807,0.18667,0.04952,Sub-Saharan Africa,2016,Chad,0.6700200000000001,0.68736
3.739,0.31995,0.63054,0.21297,0.3337,0.24353,0.12533,Sub-Saharan Africa,2016,Burkina Faso,0.84351,0.7718500000000001
3.739,0.34719,0.90981,0.19625,0.43653,0.27102,0.06442,Sub-Saharan Africa,2016,Uganda,1.10606,0.99032
3.724,0.57939,0.47493,0.31048,0.2287,0.09821,0.05892,Middle East and Northern Africa,2016,Yemen,0.7854099999999999,0.84738
3.695,0.27954,0.46115,0.37109,0.13684,0.2204,0.07506,Sub-Saharan Africa,2016,Madagascar,0.83224,0.56172
3.666,0.47155,0.77623,0.357,0.3176,0.31472,0.05099,Sub-Saharan Africa,2016,Tanzania,1.13323,1.05288
3.622,0.10706,0.50353,0.23165,0.25748,0.24063,0.04852,Sub-Saharan Africa,2016,Liberia,0.7351800000000001,0.55665
3.607,0.22415,0.3109,0.18829,0.30953,0.29914,0.1192,Sub-Saharan Africa,2016,Guinea,0.49919,0.7136200000000001
3.515,0.32846,0.61586,0.31865,0.5432,0.23552,0.50521,Sub-Saharan Africa,2016,Rwanda,0.93451,0.60197
3.484,0.39499,0.10419,0.21028,0.39747,0.2018,0.06681,Sub-Saharan Africa,2016,Benin,0.31447,0.9274499999999999
3.36,0.38227,0.11037,0.17344,0.1643,0.31268,0.07112,Southern Asia,2016,Afghanistan,0.28381,0.7881300000000001
3.303,0.28123,0.0,0.24811,0.34678,0.17517,0.11587,Sub-Saharan Africa,2016,Togo,0.24811,0.68731
3.069,0.74719,0.14866,0.62994,0.06912,0.48397,0.17233,Middle East and Northern Africa,2016,Syria,0.7786000000000001,1.1279499999999998
2.905,0.06831,0.23442,0.15747,0.0432,0.2029,0.09419,Sub-Saharan Africa,2016,Burundi,0.39188999999999996,0.22021999999999997
7.53700017929077,1.61646318435669,1.53352355957031,0.796666502952576,0.635422587394714,0.36201223731041,0.315963834524155,Unknown,2017,Norway,2.330190062522886,2.2979341745376587
7.52199983596802,1.48238301277161,1.55112159252167,0.792565524578094,0.626006722450256,0.355280488729477,0.40077006816864,Unknown,2017,Denmark,2.3436871170997637,2.0629001557827027
7.50400018692017,1.480633020401,1.6105740070343,0.833552122116089,0.627162635326385,0.475540220737457,0.153526559472084,Unknown,2017,Iceland,2.444126129150389,2.429809316992758
7.49399995803833,1.56497955322266,1.51691174507141,0.858131289482117,0.620070576667786,0.290549278259277,0.367007285356522,Unknown,2017,Switzerland,2.375043034553527,2.1085921227932007
7.4689998626709,1.44357192516327,1.5402467250824,0.80915766954422,0.617950856685638,0.24548277258873,0.38261154294014,Unknown,2017,Finland,2.34940439462662,1.9243940114974978
7.3769998550415,1.50394463539124,1.42893922328949,0.810696125030518,0.585384488105774,0.470489829778671,0.282661825418472,Unknown,2017,Netherlands,2.239635348320008,2.277157127857213
7.31599998474121,1.47920441627502,1.48134899139404,0.83455765247345,0.611100912094116,0.435539722442627,0.287371516227722,Unknown,2017,Canada,2.31590664386749,2.238473534584041
7.31400012969971,1.40570604801178,1.54819512367249,0.816759705543518,0.614062130451202,0.500005125999451,0.382816702127457,Unknown,2017,New Zealand,2.364954829216008,2.136956602334976
7.28399991989136,1.49438726902008,1.47816216945648,0.830875158309937,0.612924098968506,0.385399252176285,0.384398728609085,Unknown,2017,Sweden,2.3090373277664167,2.108311891555786
7.28399991989136,1.484414935112,1.51004195213318,0.84388679265976,0.601607382297516,0.477699249982834,0.301183730363846,Unknown,2017,Australia,2.35392874479294,2.262537837028504
7.21299982070923,1.37538242340088,1.37628996372223,0.83840399980545,0.405988603830338,0.330082654953003,0.0852421000599861,Unknown,2017,Israel,2.21469396352768,2.026211582124235
7.0789999961853,1.10970628261566,1.41640365123749,0.759509265422821,0.580131649971008,0.214613229036331,0.100106589496136,Unknown,2017,Costa Rica,2.175912916660311,1.8043445721268632
7.00600004196167,1.48709726333618,1.4599449634552,0.815328419208527,0.567766189575195,0.316472321748734,0.221060365438461,Unknown,2017,Austria,2.275273382663727,2.1502754092216483
6.99300003051758,1.54625928401947,1.41992056369781,0.77428662776947,0.505740523338318,0.392578780651093,0.135638788342476,Unknown,2017,United States,2.19420719146728,2.308939799666405
6.97700023651123,1.53570663928986,1.55823111534119,0.80978262424469,0.573110342025757,0.42785832285881,0.29838815331459,Unknown,2017,Ireland,2.36801373958588,2.2382871508598368
6.95100021362305,1.48792338371277,1.47252035140991,0.798950731754303,0.562511384487152,0.336269170045853,0.276731938123703,Unknown,2017,Germany,2.2714710831642133,2.109972000122072
6.89099979400635,1.46378076076508,1.46231269836426,0.818091869354248,0.539770722389221,0.231503337621689,0.251343131065369,Unknown,2017,Belgium,2.280404567718508,1.9837116897106206
6.86299991607666,1.74194359779358,1.45758366584778,0.845089495182037,0.59662789106369,0.283180981874466,0.31883442401886,Unknown,2017,Luxembourg,2.302673161029817,2.3029180467128763
6.71400022506714,1.44163393974304,1.49646008014679,0.805335938930511,0.508190035820007,0.492774158716202,0.265428066253662,Unknown,2017,United Kingdom,2.301796019077301,2.177170068025587
6.65199995040894,1.25278460979462,1.28402495384216,0.819479703903198,0.376895278692245,0.326662421226501,0.0822879821062088,Unknown,2017,Chile,2.1035046577453578,1.8740543276071573
6.64799976348877,1.62634336948395,1.26641023159027,0.726798236370087,0.60834527015686,0.3609419465065,0.324489563703537,Unknown,2017,United Arab Emirates,1.9932084679603572,2.271141022443773
6.63500022888184,1.10735321044922,1.43130600452423,0.616552352905273,0.437453746795654,0.16234989464283,0.111092761158943,Unknown,2017,Brazil,2.047858357429503,1.5960640907287613
6.60900020599365,1.35268235206604,1.43388521671295,0.754444003105164,0.490946173667908,0.0881067588925362,0.0368729270994663,Unknown,2017,Czech Republic,2.1883292198181143,1.8948623575270178
6.59899997711182,1.18529546260834,1.44045114517212,0.695137083530426,0.494519203901291,0.109457060694695,0.059739887714386,Unknown,2017,Argentina,2.135588228702546,1.72953183948994
6.57800006866455,1.15318381786346,1.210862159729,0.709978997707367,0.412730008363724,0.120990432798862,0.132774114608765,Unknown,2017,Mexico,1.9208411574363669,1.5541301444172808
6.57200002670288,1.69227766990662,1.35381436347961,0.949492394924164,0.549840569496155,0.345965981483459,0.46430778503418,Unknown,2017,Singapore,2.303306758403774,2.123776435852054
6.52699995040894,1.34327983856201,1.48841166496277,0.821944236755371,0.588767051696777,0.574730575084686,0.153066068887711,Unknown,2017,Malta,2.310355901718141,2.3537113964557617
6.4539999961853,1.21755969524384,1.41222786903381,0.719216823577881,0.57939225435257,0.175096929073334,0.178061872720718,Unknown,2017,Uruguay,2.131444692611691,1.793987005949026
6.4539999961853,0.872001945972443,1.25558519363403,0.540239989757538,0.531310617923737,0.283488392829895,0.0772232785820961,Unknown,2017,Guatemala,1.795825183391568,1.609577678143979
6.4520001411438,1.23374843597412,1.37319254875183,0.706156134605408,0.550026834011078,0.21055693924427,0.070983923971653,Unknown,2017,Panama,2.079348683357238,1.923348285257815
6.44199991226196,1.43092346191406,1.38777685165405,0.844465851783752,0.470222115516663,0.129762306809425,0.172502428293228,Unknown,2017,France,2.232242703437802,1.8584054559469203
6.42399978637695,1.12786877155304,1.42579245567322,0.647239029407501,0.580200731754303,0.572123110294342,0.0316127352416515,Unknown,2017,Thailand,2.0730314850807208,2.2485798783600335
6.42199993133545,1.43362653255463,1.38456535339355,0.793984234333038,0.361466586589813,0.258360475301743,0.0638292357325554,Unknown,2017,Taiwan Province of China,2.178549587726588,1.9896243587136304
6.40299987792969,1.38439786434174,1.53209090232849,0.888960599899292,0.408781230449677,0.190133571624756,0.0709140971302986,Unknown,2017,Spain,2.4210515022277823,1.9123985692858745
6.375,1.87076568603516,1.27429687976837,0.710098087787628,0.604130983352661,0.330473870038986,0.439299255609512,Unknown,2017,Qatar,1.984394967555998,2.3660712838172953
6.35699987411499,1.07062232494354,1.4021829366684,0.595027923583984,0.477487415075302,0.149014472961426,0.0466687418520451,Unknown,2017,Colombia,1.997210860252384,1.6504554711282229
6.3439998626709,1.53062355518341,1.28667759895325,0.590148329734802,0.449750572443008,0.147616013884544,0.27343225479126,Unknown,2017,Saudi Arabia,1.876825928688052,1.8545578867197021
6.16800022125244,1.36135590076447,1.3802285194397,0.519983291625977,0.518630743026733,0.325296461582184,0.0089648161083459,Unknown,2017,Trinidad and Tobago,1.900211811065677,2.196318289265041
6.10500001907349,1.63295245170593,1.25969874858856,0.632105708122253,0.496337592601776,0.228289797902107,0.215159550309181,Unknown,2017,Kuwait,1.891804456710813,2.142420291900632
6.09800004959106,1.32539355754852,1.50505924224854,0.712732911109924,0.295817464590073,0.136544480919838,0.0242108516395092,Unknown,2017,Slovakia,2.217792153358464,1.733544651418922
6.08699989318848,1.48841226100922,1.32311046123505,0.653133034706116,0.536746919155121,0.172668486833572,0.257042169570923,Unknown,2017,Bahrain,1.9762434959411659,1.94078549742699
6.08400011062622,1.29121541976929,1.28464603424072,0.618784427642822,0.402264982461929,0.416608929634094,0.0656007081270218,Unknown,2017,Malaysia,1.903430461883542,2.0444886237382915
6.07100009918213,0.737299203872681,1.28721570968628,0.653095960617065,0.447551846504211,0.301674216985703,0.130687981843948,Unknown,2017,Nicaragua,1.940311670303345,1.3558372855186471
6.00799989700317,1.00082039833069,1.28616881370544,0.685636222362518,0.4551981985569,0.150112465023994,0.140134647488594,Unknown,2017,Ecuador,1.9718050360679578,1.46599641442299
6.00299978256226,0.909784495830536,1.18212509155273,0.596018552780151,0.432452529668808,0.0782579854130745,0.0899809598922729,Unknown,2017,El Salvador,1.7781436443328809,1.3305140510201454
5.97300004959106,1.29178786277771,1.44571197032928,0.699475347995758,0.520342111587524,0.158465966582298,0.0593078061938286,Unknown,2017,Poland,2.145187318325038,1.9112881347537034
5.97100019454956,0.786441087722778,1.54896914958954,0.498272627592087,0.658248662948608,0.415983647108078,0.246528223156929,Unknown,2017,Uzbekistan,2.047241777181627,1.6141451746225348
5.96400022506714,1.39506661891937,1.44492328166962,0.853144347667694,0.256450712680817,0.17278964817524,0.0280280914157629,Unknown,2017,Italy,2.298067629337314,1.796278888359664
5.96299982070923,1.28177809715271,1.46928238868713,0.547349333763123,0.373783111572266,0.0522638224065304,0.0329628810286522,Unknown,2017,Russia,2.016631722450253,1.6748621501028542
5.95599985122681,0.907975316047668,1.08141779899597,0.450191766023636,0.547509372234344,0.240015640854836,0.0965810716152191,Unknown,2017,Belize,1.5316095650196058,1.598919257521629
5.92000007629395,1.41691517829895,1.43633782863617,0.913475871086121,0.505625545978546,0.12057276815176,0.163760736584663,Unknown,2017,Japan,2.349813699722291,1.879352755844593
5.90199995040894,1.31458234786987,1.47351610660553,0.62894994020462,0.234231784939766,0.010164656676352,0.0118656428530812,Unknown,2017,Lithuania,2.10246604681015,1.5471131466329067
5.87200021743774,1.09186446666718,1.1462174654007,0.617584645748138,0.233335807919502,0.0694366469979286,0.146096110343933,Unknown,2017,Algeria,1.763802111148838,1.2485408112406775
5.84999990463257,1.26074862480164,1.40471494197845,0.638566970825195,0.325707912445068,0.153074786067009,0.0738427266478539,Unknown,2017,Latvia,2.043281912803645,1.6656885966658632
5.83799982070923,1.40167844295502,1.12827444076538,0.900214076042175,0.257921665906906,0.206674367189407,0.0632826685905457,Unknown,2017,South Korea,2.028488516807555,1.8029918074607871
5.83799982070923,0.728870630264282,1.25182557106018,0.589465200901031,0.240729048848152,0.208779126405716,0.0100912861526012,Unknown,2017,Moldova,1.841290771961211,1.1682875193655486
5.82499980926514,1.21768391132355,1.15009129047394,0.685158312320709,0.457003742456436,0.133519917726517,0.00438790069893,Unknown,2017,Romania,1.835249602794649,1.8038196708075729
5.82299995422363,0.833756566047668,1.22761905193329,0.473630249500275,0.558732926845551,0.22556072473526,0.0604777261614799,Unknown,2017,Bolivia,1.701249301433565,1.557572491466999
5.82200002670288,1.13077676296234,1.49314916133881,0.437726080417633,0.41827192902565,0.24992498755455,0.259270340204239,Unknown,2017,Turkmenistan,1.930875241756443,1.5397033393383008
5.81899976730347,1.28455626964569,1.38436901569366,0.606041550636292,0.437454283237457,0.201964423060417,0.119282886385918,Unknown,2017,Kazakhstan,1.990410566329952,1.804692089557646
5.80999994277954,1.3469113111496,1.18630337715149,0.834647238254547,0.471203625202179,0.266845703125,0.155353352427483,Unknown,2017,North Cyprus,2.020950615406037,1.9296072870492957
5.75799989700317,1.3412059545517,1.45251882076263,0.790828227996826,0.572575807571411,0.242649093270302,0.0451289787888527,Unknown,2017,Slovenia,2.243347048759456,2.11130187660456
5.71500015258789,1.03522527217865,1.21877038478851,0.630166113376617,0.450002878904343,0.126819714903831,0.0470490865409374,Unknown,2017,Peru,1.848936498165127,1.5649987794458866
5.62900018692017,1.18939554691315,1.20956099033356,0.638007462024689,0.491247326135635,0.360933750867844,0.0421815551817417,Unknown,2017,Mauritius,1.847568452358249,1.9993950687348874
5.62099981307983,1.35593807697296,1.13136327266693,0.84471470117569,0.355111539363861,0.271254301071167,0.0412379764020443,Unknown,2017,Cyprus,1.97607797384262,1.9410659410059439
5.61100006103516,1.32087934017181,1.47667109966278,0.695168316364288,0.479131430387497,0.0988908112049103,0.183248922228813,Unknown,2017,Estonia,2.171839416027068,1.7156526595354042
5.56899976730347,1.15655755996704,1.44494521617889,0.637714266777039,0.295400261878967,0.15513750910759,0.156313821673393,Unknown,2017,Belarus,2.082659482955929,1.4507815092802039
5.52500009536743,1.10180306434631,1.35756433010101,0.520169019699097,0.465733230113983,0.152073666453362,0.0926102101802826,Unknown,2017,Libya,1.8777333498001072,1.6269997507333722
5.5,1.19827437400818,1.33775317668915,0.637605607509613,0.300740599632263,0.0466930419206619,0.0996715798974037,Unknown,2017,Turkey,1.975358784198763,1.4460364356637012
5.49300003051758,0.932537317276001,1.50728487968445,0.579250693321228,0.473507791757584,0.224150657653809,0.091065913438797,Unknown,2017,Paraguay,2.086535573005678,1.539129853248597
5.47200012207031,1.55167484283447,1.26279091835022,0.943062424659729,0.490968644618988,0.374465793371201,0.293933749198914,Unknown,2017,"Hong Kong S.A.R., China",2.2058533430099487,2.123175531625745
5.42999982833862,0.85769921541214,1.25391757488251,0.468009054660797,0.585214674472809,0.193513423204422,0.0993318930268288,Unknown,2017,Philippines,1.721926629543307,1.5370954200625422
5.39499998092651,1.06931757926941,1.25818979740143,0.65078467130661,0.208715528249741,0.220125883817673,0.0409037806093693,Unknown,2017,Serbia,1.90897446870804,1.4572552107274548
5.33599996566772,0.991012394428253,1.23908889293671,0.604590058326721,0.418421149253845,0.172170460224152,0.11980327218771,Unknown,2017,Jordan,1.843678951263431,1.46180073171854
5.32399988174438,1.2860119342804,1.34313309192657,0.687763452529907,0.175863519310951,0.0784016624093056,0.0366369374096394,Unknown,2017,Hungary,2.030896544456477,1.5036401785910172
5.31099987030029,0.925579309463501,1.36821806430817,0.641022384166718,0.474307239055634,0.233818337321281,0.0552677810192108,Unknown,2017,Jamaica,2.009240448474888,1.5784371048212051
5.29300022125244,1.22255623340607,0.96798300743103,0.701288521289825,0.255772292613983,0.248002976179123,0.0431031100451946,Unknown,2017,Croatia,1.669271528720855,1.6832283921539812
5.27899980545044,0.951484382152557,1.13785350322723,0.541452050209045,0.260287940502167,0.319931447505951,0.0574716180562973,Unknown,2017,Kosovo,1.6793055534362749,1.4742321521043777
5.27299976348877,1.08116579055786,1.16083741188049,0.741415500640869,0.472787708044052,0.0288068410009146,0.0227942746132612,Unknown,2017,China,1.9022529125213592,1.5599660649895655
5.26900005340576,0.72688353061676,0.672690689563751,0.402047783136368,0.23521526157856,0.315446019172668,0.124348066747189,Unknown,2017,Pakistan,1.074738472700119,1.1531967446207991
